HD 15337 b,0.146,9255110.55
HD 15337 c,0.213,9255110.55
HD 153950 b,,10007977.8
HD 154345 b,,3772586.85
HD 154672 b,,13027697.4
HD 154857 b,,13110203.4
HD 154857 c,,13110203.4
HD 155233 b,,15496689.45
HD 155358 b,,9007592.55
HD 155358 c,,9007592.55
HD 156279 b,,7472980.95
HD 156279 c,,7472980.95
HD 156411 b,,11748854.4
HD 156668 b,,5022552.75
HD 156846 b,,9859467
HD 158038 b,,19619926.8
HD 158996 b,,58973226.15
HD 159243 b,,15152226.9
HD 159243 c,,15152226.9
HD 159868 b,,11538464.1
HD 159868 c,,11538464.1
HD 1605 b,,18363772.95
HD 1605 c,,18363772.95
HD 160691 b,,3219796.65
HD 160691 c,,3219796.65
HD 160691 d,,3219796.65
HD 160691 e,,3219796.65
HD 16141 b,,7803004.95
HD 16175 b,,12367649.4
HD 162020 b,,6363275.25
HD 163607 b,,14009518.8
HD 163607 c,,14009518.8
HD 16417 b,,5241193.65
HD 164509 b,,10971235.35
HD 164595 b,,5833174.2
HD 164604 b,,8128903.65
HD 164922 b,,4541955.3
HD 164922 c,,4541955.3
HD 165155 b,,13091639.55
HD 1666 b,,24403212.15
HD 166724 b,,9321115.35
HD 167042 b,,10257558.45
HD 168443 b,,8182532.55
HD 168443 c,,8182532.55
HD 168746 b,,8584749.3
HD 1690 b,,158694103.1
HD 169830 b,,7763814.6
HD 169830 c,,7763814.6
HD 170469 b,,12433654.2
HD 17092 b,,47418260.85
HD 171028 b,,23103742.65
HD 171238 b,,9255110.55
HD 17156 b,1.1,16142298.9
HD 173416 b,,27367240.2
HD 175167 b,,14692255.95
HD 175541 b,,26830951.2
HD 175607 b,,8328980.7
HD 17674 b,,9174667.2
HD 176986 b,,5736229.65
HD 176986 c,,5736229.65
HD 177565 b,,3492066.45
HD 177830 b,,12969943.2
HD 177830 c,,12969943.2
HD 178911 B b,,8460990.3
HD 179079 b,,14407610.25
HD 179949 b,,5668162.2
HD 180053 b,,28380001.35
HD 18015 b,,25626363.6
HD 180314 b,,25327279.35
HD 180617 b,,1219026.15
HD 180902 b,,21635135.85
HD 181234 b,,9861529.65
HD 181342 b,,24918874.65
HD 181433 b,,5548528.5
HD 181433 c,,5548528.5
HD 181433 d,,5548528.5
HD 181720 b,,12439842.15
HD 183263 b,,11196064.2
HD 183263 c,,11196064.2
HD 185269 b,,10740218.55
HD 187085 b,,9479939.4
HD 187123 b,,9492315.3
HD 187123 c,,9492315.3
HD 18742 b,,33697513.05
HD 188015 b,,10465886.1
HD 189733 b,1.13,4079921.7
