HD 109246 b,0.86,0.186913073,0.33,0.12,HD 109246
HD 109271 b,0.054,0.021503901,0.079,0.25,HD 109271
HD 109271 c,0.076,0.084681725,0.196,0.15,HD 109271
HD 109749 b,0.27,0.01434604,0.0615,0,HD 109749
HD 110014 b,11.09,2.287411362,2.14,0.462,HD 110014
HD 111232 b,7.14,3.12936345,1.97,0.2,HD 111232
HD 111591 b,4.4,2.892265572,2.5,0.26,HD 111591
HD 111998 b,4.51,2.261190965,1.82,0.03,HD 111998
HD 113337 b,2.83,0.887063655,0.92,0.46,HD 113337
HD 113538 b,0.36,1.815742642,1.24,0.14,HD 113538
HD 113538 c,0.93,4.977412731,2.44,0.2,HD 113538
HD 113996 b,6.3,1.67063655,1.6,0.28,HD 113996
HD 114386 b,1.14,2.56728271,1.73,0.23,HD 114386
HD 114613 b,0.357,10.95140315,5.34,0.458,HD 114613
HD 114729 b,0.825,3.071293634,2.067,0.079,HD 114729
HD 114762 b,10.69,0.229747023,0.36,0.34,HD 114762
HD 114783 b,1.1,1.351676934,1.16,0.144,HD 114783
HD 114783 c,0.611,11.82477755,,0,HD 114783
HD 11506 b,4.83,4.441067762,2.9,0.3743,HD 11506
HD 11506 c,0.408,0.611663244,0.774,0.193,HD 11506
HD 116029 b,1.4,1.834360027,1.65,0,HD 116029
HD 116029 c,1.27,2.483230664,,0.038,HD 116029
HD 117207 b,1.926,7.177960301,3.787,0.157,HD 117207
HD 11755 b,5.63,1.187405914,1.09,0.19,HD 11755
HD 117618 b,0.174,0.07063655,0.18,0.15,HD 117618
HD 118203 b,2.79,0.016792608,0.07,0.31,HD 118203
HD 119130 b,0.07709,0.046499932,0.13,0.04,HD 119130
HD 11964 b,0.622,5.325119781,3.16,0.041,HD 11964
HD 11964 c,0.0788,0.103791923,0.229,0.3,HD 11964
HD 11977 b,6.54,1.94661191,1.93,0.4,HD 11977
HD 120084 b,4.5,5.700205339,4.3,0.66,HD 120084
HD 121504 b,1.51,0.17338809,0.33,0.03,HD 121504
HD 12484 b,2.98,0.161067762,0.297,0.07,HD 12484
HD 125595 b,0.02,0.026485147,0.08,0,HD 125595
HD 125612 b,3.1,1.525092402,1.372,0.4553,HD 125612
HD 125612 c,0.055,0.011376153,0.0524,0.049,HD 125612
HD 125612 d,7.28,7.761806982,4.06,0.1172,HD 125612
HD 12648 b,1.96,0.365776893,0.54,0.04,HD 12648
HD 126525 b,0.237,2.629459274,1.837,0.035,HD 126525
HD 12661 b,2.43,0.719257002,0.84,0.38,HD 12661
HD 12661 c,1.812,4.676249144,2.8145,0.031,HD 12661
HD 126614 b,0.41,3.405886379,2.37,0.41,HD 126614
HD 128311 b,1.769,1.240298426,1.084,0.303,HD 128311
HD 128311 c,3.789,2.523033539,1.74,0.159,HD 128311
HD 128356 b,0.89,0.816427105,0.87,0.57,HD 128356
HD 129445 b,1.6,5.037645448,2.9,0.7,HD 129445
HD 130322 b,1.15,0.02931885,0.0925,0.029,HD 130322
HD 131496 b,1.8,2.453114305,2.01,0.181,HD 131496
HD 131664 b,19.12,5.341546886,3.17,0.64,HD 131664
HD 13167 b,3.31,7.154004107,4.1,0.563,HD 13167
HD 13189 b,10.95,1.291170459,1.25,0.27,HD 13189
HD 132406 b,5.38,2.666666667,1.98,0.34,HD 132406
HD 132563 b,1.49,4.227241615,2.62,0.22,HD 132563
HD 133131 A b,1.42,1.776865161,1.44,0.33,HD 133131 A
HD 133131 A c,0.42,9.768651608,4.49,0.49,HD 133131 A
